label_fr,description,simple,fautes
varices,Les vaisseaux sanguins de mes jambes sont très visibles et me causent beaucoup de douleur. Ils sont gros et ressortent de ma peau. C'est inhabituel et je suis inquiet à ce sujet.,Les veines de mes jambes sont très visibles et me font mal. Elles sont grosses et ressortent de ma peau. C'est inhabituel et je suis inquiet.,Les veines de mes jambes sont très visible et me font mal. Elles sont grosse et ressorte de ma peau. Sa inhabituel et je suis inquiet.
typhoïde,"Je ressens des frissons et une grande fatigue. J’ai une fièvre très élevée, des maux de tête intenses et des nausées fréquentes. Je vomis souvent, j’ai des douleurs abdominales et de la diarrhée. J’ai également des douleurs au ventre.","J’ai des frissons et je suis très fatigué. J’ai beaucoup de fièvre, mal à la tête et souvent envie de vomir. Je vomis souvent, j’ai mal au ventre et parfois de la diarrhée. Je ne me sens pas bien du tout.","J’ai des frison et je sui tré fatigué. J’ai bocou de fièvre, mal à la tête et souvan envi de vomir. Je vomi souvan, j’ai mal o ventre et parfoi de la diarhé. Je me sens pas bien du tou."
acné,Je ressens une éruption cutanée avec des boutons remplis de pus. J’ai également des croûtes qui se forment sur ma peau.,J’ai des boutons qui me grattent et qui ont du pus dedans. J’ai aussi des croûtes sur ma peau.,J’ai des bouton ki me gratte et ki on du pu dedan. J’ai ossi des croute sur ma peau.
ulcère gastroduodénal,"J'ai une faim et un appétit persistants et dévorants. Parfois, j'ai des crampes et des spasmes abdominaux. Il y a des ballonnements et des gaz après avoir mangé, ce qui me cause beaucoup de malaise.","J'ai tout le temps faim et envie de manger. Parfois, j'ai des crampes et des spasmes dans le ventre. Après avoir mangé, j'ai des ballonnements et des gaz, ce qui me rend mal à l'aise.","J'ai tout le temp faim et envie de manger. Parfois, j'ai des crampes et des spasmes dans le ventre. Après avoir mangé, j'ai des ballonnements et des gaz, ce qui me rend mal à l'aise."
varicelle,Il y a de petites taches rouges sur tout mon corps que je ne peux pas expliquer. Cela m'inquiète. Je me sens extrêmement fatigué et j'ai une légère fièvre chaque nuit.,Il y a de petites taches rouges sur tout mon corps que je ne peux pas expliquer. Cela m'inquiète. Je me sens très fatigué et j'ai une légère fièvre chaque nuit.,Il y a de petites taches rouges sur tout mon corps que je ne peux pas expliquer. Sa m'inquiete. Je me sens tré fatigué et j'ai une légère fièvre chaque nuit.
varicelle,"J'ai complètement perdu l'appétit et je ne peux rien manger. J'ai envie de vomir et je me sens épuisé. J'ai remarqué des éruptions cutanées sur ma peau, ce qui m'inquiète beaucoup.","Je n'ai plus envie de manger et je ne peux rien avaler. J'ai envie de vomir et je suis très fatigué. J'ai des éruptions cutanées sur ma peau, et ça m'inquiète beaucoup.","Je n'ai plus envie de manger et je peu rien avalé. J'ai envie de vomir et je suis tré fatigué. J'ai des éruptions cutané sur ma peau, et sa m'inquiète beaucou."
migraine,"En plus d'avoir un cou raide et des problèmes de vue, j'ai eu faim tout le temps.","En plus d'avoir le cou raide et des problèmes avec mes yeux, j'ai tout le temps faim.","En plu d'avoir le cou raide et des probleme avec mes yeux, j'ai tout le temp faim."
infection fongique,"J'ai eu des démangeaisons constantes et il y a des taches rouges et bosselées sur ma peau. Il y a aussi des plaques qui sont d'une couleur différente du reste de ma peau, et j'ai eu des bosses qui ressemblent à de petits nodules.","J'ai des démangeaisons tout le temps et il y a des taches rouges et bosselées sur ma peau. Il y a aussi des endroits qui sont d'une couleur différente du reste de ma peau, et j'ai des bosses qui ressemblent à de petits nodules.","J'ai des démangeaison tout le temp et il y a des tache rouge et bosselé sur ma peau. Il y a aussi des endroit qui son d'une couleur différente du reste de ma peau, et j'ai des bosse qui ressemble à des petit nodule."
impétigo,J'ai une fatigue extrême et une forte fièvre. Il y a des éruptions cutanées près de mon nez et de ma bouche. L'éruption est démangeante et rend très difficile pour moi de dormir.,Je suis très fatigué et j'ai beaucoup de fièvre. J'ai des boutons près de mon nez et de ma bouche. Ils me démangent et m'empêchent de dormir.,Je suis très fatigué et j'ai beaucoup de fièvre. J'ai des bouton près de mon nez et de ma bouche. Il me démange et m'empêche de dormir.
pneumonie,"J'ai beaucoup toussé et je me sens très froid et épuisé. J'ai une fièvre assez élevée, et j'ai du mal à respirer. J'ai beaucoup transpiré et je me sens généralement faible et malade. J'ai eu des crachats épais et noirs.","J'ai beaucoup toussé et je me sens très froid et fatigué. J'ai une fièvre assez élevée, et j'ai du mal à respirer. J'ai beaucoup transpiré et je me sens faible et malade. J'ai eu des crachats épais et noirs.","J'ai beaucoup toussé et je me sens très froid et fatigué. J'ai une fièvre assez élevée, et j'ai du mal à respiré. J'ai beaucoup transpiré et je me sens faible et malade. J'ai eu des crachats épais et noir."
psoriasis,"Mes ongles ont de petites bosses ou des creux, et ils sont souvent enflammés et sensibles au toucher. Il y a même de petites éruptions cutanées sur mes bras.",Mes ongles ont des petits trous et ils sont souvent enflammés et sensibles. J'ai aussi des petits boutons sur mes bras.,Mes ongle on des petit trou et il sont souvent enflamé et sensible. J'ai aussi des petit bouton sur mes bras.
varicelle,Mes bras et mon cou ont de gros ganglions lymphatiques qui me démangent quand je les touche. Les démangeaisons rendent ma journée extrêmement inconfortable.,J'ai de gros ganglions sur mes bras et mon cou qui me démangent quand je les touche. Les démangeaisons rendent ma journée très difficile.,J'ai de gro ganglions sur mes bras et mon cou qui me démange quand je les touche. Les démangeaison rende ma journé tré difficile.
arthrite,J’ai le cou très raide et mes articulations sont enflées. Mes mouvements sont raides et chaque pas que je fais est douloureux.,J’ai le cou tout raide et mes articulations sont gonflées. Mes mouvements sont raides et ça me fait mal quand je marche.,J’ai le cou tou raide et mes articulation son gonflé. Mes mouvement son raide et sa me fai mal kan je marche.
rhume,Mes yeux sont vraiment rouges et mes sinus sont congestionnés. Je n'ai aucune énergie et ma gorge est vraiment irritée. J'ai aussi remarqué que mes ganglions lymphatiques sont enflés et je tousse beaucoup de mucus.,Mes yeux sont vraiment rouges et mes sinus sont bouchés. Je n'ai pas d'énergie et ma gorge me gratte. J'ai aussi remarqué que mes ganglions lymphatiques sont enflés et je tousse beaucoup de morve.,Mes yeux sont vraiment rouges et mes sinus sont bouchés. Je n'ai pas d'énergie et ma gorge me gratte. J'ai aussi remarqué que mes ganglions lymphatiques sont enflés et je tousse beaucoup de morve.
spondylose cervicale,"J'ai souffert de douleurs au dos, d'une toux chronique, et d'une faiblesse dans mes bras et mes jambes. Mon cou me fait mal et je me suis senti étourdi et déséquilibré.","J'ai mal au dos, je tousse tout le temps, et je n'ai pas de force dans mes bras et mes jambes. Mon cou me fait mal et je me sens tout bizarre et déséquilibré.","J'ai mal au do, je tousse tout le temp, et j'ai pas de force dans mes bras et mes jambe. Mon cou me fais mal et je me sens tout bizare et déséquilibré."
asthme bronchique,"Salut, j'ai une toux sèche, des difficultés à respirer, et une forte fièvre. Je produis beaucoup de mucus et je me sens très faible et épuisé.","Salut, j'ai une toux sèche, j'ai du mal à respirer, et j'ai beaucoup de fièvre. Je crache beaucoup de mucus et je me sens très faible et fatigué.","Salut, j'ai une toux sèche, j'ai du mal à respiré, et j'ai beaucoup de fièvre. Je crache beaucoup de mucus et je me sens trè faible et fatigué."
dengue,J'ai des douleurs musculaires qui rendent difficile pour moi de bouger. J'ai perdu mon appétit et je me sens nauséeux. Mes jambes et mon dos me font beaucoup mal.,J'ai des douleurs musculaires qui m'empêchent de bouger. J'ai perdu mon appétit et je me sens nauséeux. Mes jambes et mon dos me font beaucoup mal.,J'ai des douleur musculaire qui m'empêche de bouger. J'ai perdu mon apétit et je me sens nauséeu. Mes jambe et mon dos me font beaucoup mal.
ulcère gastroduodénal,J'ai un fort appétit et je suis constamment affamé. Mon estomac me fait parfois mal et se contracte. J'ai des gaz très douloureux et je me sens ballonné après avoir mangé.,"J'ai très faim tout le temps. Parfois, mon ventre me fait mal et se contracte. J'ai des gaz très douloureux et je me sens gonflé après avoir mangé.","J'ai tré faim tout le tan. Parfoi, mon ventre me fais mal et se contracte. J'ai des gaz tré douloureu et je me sens gonflé après avoire mangé."
varices,"La peau autour des veines de mes jambes est rouge, enflée et me démange. Cela me cause beaucoup d'inconfort et je commence à avoir des crampes régulières.","La peau autour des veines de mes jambes est rouge, enflée et me gratte. Ça me fait mal et je commence à avoir des crampes souvent.","La po autour des vène de mes jambe est rouge, enflé et me gratte. Sa me fais mal et je comance a avoire des crampe souvan."
impétigo,"Au cours de la dernière semaine, l'éruption cutanée sur mon visage est devenue plus grave et douloureuse, et les plaies ont commencé à sécréter un liquide jaune. Cela devient de plus en plus douloureux chaque jour.","Depuis une semaine, l'éruption sur mon visage est devenue plus grave et douloureuse, et les plaies sécrètent un liquide jaune. Cela devient de plus en plus douloureux chaque jour.","Depui une semaine, l'éruption sur mon visage est devenue plus grave et douloureuse, et les plai sécrète un liquide jaune. Cela devien de plus en plus douloureu chaque jour."
asthme bronchique,"J'ai une toux persistante qui ne veut pas partir, et ma respiration est devenue difficile. Ma fièvre est aussi très élevée, et je me sens très faible et fatigué. J'ai produit beaucoup de mucus quand je tousse.","J'ai une toux qui ne veut pas partir, et j'ai du mal à respirer. J'ai beaucoup de fièvre et je suis très fatigué. Je crache beaucoup de mucus quand je tousse.","J'ai une tou qui veut pas partir, et j'ai du mal à respiré. J'ai beaucou de fièvre et je sui tré fatigué. Je crache beaucou de mucus quand je tousse."
psoriasis,"J'ai remarqué que ma peau est devenue plus sensible qu'avant. Il y a une sorte de poussière argentée sur ma peau, surtout sur mon dos et mes coudes.","J'ai remarqué que ma peau est devenue plus sensible qu'avant. Il y a une sorte de poussière argentée sur ma peau, surtout sur mon dos et mes coudes.","J'ai remarqué que ma peau est devenue plus sensible qu'avant. Il y a une sorte de poussiere argenté sur ma peau, surtou sur mon dos et mes coude."
pneumonie,"J'ai des frissons, je me sens vraiment épuisé, et ma toux ne veut pas partir. Quand je tousse, ma poitrine me fait mal et mon cœur bat très fort. Les expectorations que je tousse sont d'une couleur brunâtre dégoûtante.","J'ai des frissons, je me sens vraiment fatigué, et ma toux ne veut pas partir. Quand je tousse, ma poitrine me fait mal et mon cœur bat très fort. Les crachats que je tousse sont d'une couleur brune dégoûtante.","J'ai des frison, je me sens vraimen fatigué, et ma toux veu pa partir. Quand je tousse, ma poitrine me fais mal et mon cœur bat tré for. Les cracha que je tousse son d'une couleur brune dégoutante."
paludisme,"En plus de démangeaisons sévères sur tout le corps, des frissons et des nausées, j'ai beaucoup transpiré et j'ai une fièvre très élevée. Je me sens nauséeux et j'ai aussi mal à la tête. Mes muscles me font très mal.","En plus de beaucoup de démangeaisons sur tout le corps, des frissons et des nausées, j'ai beaucoup transpiré et j'ai une fièvre très élevée. Je me sens nauséeux et j'ai aussi mal à la tête. Mes muscles me font très mal.","En plus de beaucoup de démangeaison sur tout le corps, des frisson et des nausée, j'ai beaucoup transpiré et j'ai une fièvre tré élevé. Je me sens nauséeux et j'ai aussi mal à la tête. Mes muscles me font tré mal."
psoriasis,"J'ai une douleur étrange dans mes articulations. De plus, j'ai remarqué un pelage étrange de la peau à différents endroits de mon corps. J'ai peur qu'il y ait quelque chose qui ne va pas avec mon corps.",J'ai une douleur bizarre dans mes articulations. J'ai aussi remarqué que ma peau s'enlève à différents endroits de mon corps. J'ai peur qu'il y ait quelque chose qui ne va pas.,J'ai une douleur bizar dans mes articulation. J'ai aussi remarqué que ma peau senleve a diférent endroit de mon corps. J'ai peur qu'il y ai quelque chose qui va pa.
jaunisse,Je me sens démangeur et j'ai vomi. J'ai perdu du poids et je suis aussi très fatigué. Ma peau est devenue jaune et j'ai une forte fièvre. J'ai aussi des douleurs à l'estomac.,Je me gratte et j'ai vomi. J'ai perdu du poids et je suis aussi très fatigué. Ma peau est jaune et j'ai une forte fièvre. J'ai aussi mal au ventre.,Je me gratte et j'ai vomi. J'ai perdu du pois et je suis aussi tré fatigué. Ma peau est jaune et j'ai une forte fiévre. J'ai aussi mal au ventre.
psoriasis,"J'ai des douleurs articulaires dans les doigts, les poignets et les genoux. La douleur est souvent lancinante et pulsatile, et elle s'aggrave lorsque je bouge mes articulations.","J'ai mal aux articulations dans les doigts, les poignets et les genoux. Ça fait mal souvent et ça empire quand je bouge.","J'ai mal au articulation dans les doigt, les poignet et les genou. Sa fais mal souvent et sa empire quand je bouge."
varicelle,Je n'ai pas d'énergie et j'ai perdu l'appétit. Je me sens vraiment malade et je ne sais pas ce qui ne va pas.,Je n'ai pas d'énergie et j'ai perdu l'appétit. Je me sens vraiment malade et je ne sais pas ce qui ne va pas.,Je n'ai pas d'énergie et j'ai perdu l'appétit. Je me sens vraiment malade et je ne sais pas ce qui ne va pas.
paludisme,"Je ressens une fièvre très élevée avec beaucoup de transpiration, et je vomis fréquemment. J’ai aussi des maux de tête intenses, des douleurs musculaires partout, et je suis souvent nauséeuse avec de la diarrhée de temps en temps.","J’ai très chaud, je transpire beaucoup et je vomis souvent. J’ai mal à la tête et aux muscles, et parfois j’ai la diarrhée et mal au ventre.","J’ai tré cho, je transpire bocou et je vomi souvan. J’ai mal à la tête et o muscle, et des foi j’ai la diarhé et mal o ventre."
varicelle,"J'ai des taches rouges sur mes bras et mes jambes, et les démangeaisons m'empêchent de dormir la nuit. J'ai aussi des maux de tête sévères et une légère fièvre.","J'ai des taches rouges sur mes bras et mes jambes, et ça me gratte tellement que je n'arrive pas à dormir la nuit. J'ai aussi de gros maux de tête et une petite fièvre.","J'ai des tache rouge sur mes bras et mes jambes, et sa me gratte tellement que je n'arrive pas à dormir la nuit. J'ai aussi de gros mal de tête et une petite fièvre."
varicelle,"La forte fièvre, les ganglions lymphatiques enflés et le mal de tête me causent beaucoup de problèmes. Je n'ai pas envie de manger et je me sens faible et fatigué. C'est difficile pour moi de me concentrer sur ma vie quotidienne.","La grosse fièvre, les ganglions enflés et le mal de tête me causent beaucoup de problèmes. Je n'ai pas envie de manger et je me sens faible et fatigué. C'est difficile pour moi de me concentrer sur ma vie quotidienne.","La grose fièvre, les ganglions enflé et le mal de tête me cause beaucou de problème. Je n'ai pas envie de manger et je me sens faible et fatigué. C'est difficile pour moi de me concentré sur ma vie quotidienne."
asthme bronchique,"Je dois avouer que j'ai des difficultés à respirer, une toux persistante et une forte fièvre. Je produis aussi beaucoup de mucus épais, et je me sens très épuisé et fatigué. C'est vraiment difficile à gérer, et je me sens très mal en ce moment.","Je dois dire que j'ai du mal à respirer, une toux qui ne part pas et beaucoup de fièvre. Je tousse beaucoup de mucus épais et je me sens très fatigué. C'est dur à supporter et je me sens très mal.","Je dois dire que j'ai du mal a respiré, une toux qui ne par pas et beaucoup de fièvre. Je tousse beaucoup de mucus épai et je me sens trè fatigué. C'est dur a suporté et je me sens trè mal."
hypertension,"J'ai des maux de tête, des douleurs à la poitrine, des vertiges, et des difficultés à garder mon équilibre. J'ai aussi du mal à me concentrer.","J'ai mal à la tête, à la poitrine, je me sens étourdi, et j'ai du mal à garder mon équilibre. J'ai aussi du mal à me concentrer.","J'ai mal à la tête, à la poitrine, je me sens étourdi, et j'ai du mal à gardé mon équilibre. J'ai aussi du mal à me concentré."
migraine,"J'ai eu des brûlures d'estomac, des indigestions, des maux de tête, une vision floue et déformée, ainsi qu'une faim excessive, un cou raide, de la dépression, de l'irritabilité et des troubles visuels. Ces symptômes ont affecté ma vie quotidienne et m'ont causé de l'inconfort.","J'ai eu des brûlures d'estomac, des maux de ventre, des maux de tête, une vision floue et déformée, ainsi que très faim, un cou raide, de la tristesse, de l'irritabilité et des problèmes de vue. Ces symptômes m'ont gêné dans ma vie de tous les jours et m'ont causé de l'inconfort.","J'ai eu des brulure d'estomac, des maux de ventre, des maux de tête, une vision flou et déformé, ainsi que trè faim, un cou raide, de la tristesse, de l'irritabilité et des problème de vue. Ces symptômes mon gêné dans ma vie de tou les jour et mon causé de l'inconfort."
impétigo,"J'ai commencé à avoir des plaies sur mon visage et mon nez. Je ne sais pas ce qui cause cela. Les plaies sur mes joues sont grandes et irritantes au toucher, et j'ai une sensation de brûlure et des rougeurs sur la peau.","J'ai des plaies sur mon visage et mon nez. Je ne sais pas pourquoi. Les plaies sur mes joues sont grandes et ça me gratte, et j'ai une sensation de brûlure et des rougeurs.","J'ai des plai sur mon visage et mon nez. Je sais pas pourquoi. Les plai sur mes joue sont grande et sa me gratte, et j'ai une sensation de brulure et des rougeur."
rhume,"Je ne peux pas arrêter d'éternuer, et mon nez coule. Je suis aussi constamment frissonnant et épuisé, et j'ai beaucoup toussé. Ma fièvre est aussi très élevée, bien au-dessus de la normale.",Je n'arrête pas d'éternuer et mon nez coule. Je frissonne tout le temps et je suis très fatigué. J'ai beaucoup toussé et ma fièvre est très élevée.,Je n'arête pas d'éternué et mon nez coule. Je frison tout le tan et je sui tré fatigué. J'ai beaucou toussé et ma fièvre est tré élevé.
varices,Je me sens constamment fatigué et j’ai des crampes fréquentes. Mes jambes sont enflées et mes veines sont très visibles sur mes mollets. J’ai également des ecchymoses et je suis en surpoids.,Je suis tout le temps fatigué et j’ai souvent des crampes. Mes jambes sont gonflées et on voit beaucoup mes veines sur mes mollets. J’ai des bleus et je suis en surpoids.,Je sui tou le tan fatigué et j’ai souvan des crampes. Mes jambe son gonflé et on voi bocou mes veine sur mes molé. J’ai des bleu et je sui en surpoi.
varicelle,Mes bras et mon visage ont de petits ganglions lymphatiques qui commencent à enfler. Ma journée a été vraiment pénible à cause des démangeaisons et de la douleur constantes.,J'ai de petits ganglions sur mes bras et mon visage qui gonflent. Ma journée est vraiment difficile à cause des démangeaisons et de la douleur.,J'ai de pti ganglions sur mes bras et mon visage qui gonfle. Ma journé est vraimen difficile a cause des démangeaison et de la douleur.
varicelle,J'ai une forte fièvre et un léger mal de tête. Je suis fatigué la plupart du temps et j'ai complètement perdu l'appétit.,J'ai une grosse fièvre et un petit mal de tête. Je suis fatigué tout le temps et je n'ai plus envie de manger.,J'ai une grose fièvre et un pti mal de tête. Je suis fatigué tout le temp et j'ai plus envie de manger.
réaction médicamenteuse,"J'ai remarqué une différence dans mon cycle menstruel et un écoulement vaginal inattendu. Je deviens irritable de temps en temps, et mes humeurs changent beaucoup.","Mon cycle mensuel a changé et j'ai un écoulement bizarre. Parfois, je suis de mauvaise humeur et mes émotions changent beaucoup.","Mon cicle mensuel a changé et j'ai un écoulement bizare. Parfoi, je sui de mauvaise humeur et mes émotion change beaucoup."
asthme bronchique,"J'ai beaucoup de somnolence, une toux qui refuse de partir, et des difficultés à respirer. J'ai toussé beaucoup de salive épaisse et j'ai une fièvre élevée.","Je suis très somnolent, j'ai une toux qui ne veut pas partir, et j'ai du mal à respirer. Je tousse beaucoup de salive épaisse et j'ai beaucoup de fièvre.","Je sui tré somnolent, j'ai une tou qui veut pas partir, et j'ai du mal à respiré. Je tousse beaucou de salive épai et j'ai beaucou de fièvre."
ulcère gastroduodénal,J'ai des selles qui sont à la fois constipées et diarrhéiques. Je manque souvent d'appétit et d'énergie.,J'ai des selles qui sont parfois dures et parfois molles. Je n'ai souvent pas envie de manger et je manque d'énergie.,J'ai des selle qui son parfoi dure et parfoi mole. Je n'ai souvan pa envi de manger et je manque d'énergie.
arthrite,Je ressens une faiblesse musculaire générale et mes articulations sont enflées. Mes mouvements sont raides et chaque pas que je fais est douloureux.,Je me sens faible dans les muscles et mes articulations sont gonflées. Mes mouvements sont raides et ça me fait mal quand je marche.,Je me sen faible dan le muscle et mes articulation son gonflé. Mes mouvement son raide et sa me fai mal kan je marche.
impétigo,"Les plaies sur mon visage commencent à suinter un liquide clair. De plus, chaque nuit, j'ai une forte fièvre et des frissons, ce qui m'empêche de dormir toute la nuit.","Les boutons sur mon visage commencent à suinter un liquide clair. De plus, chaque nuit, j'ai beaucoup de fièvre et des frissons, ce qui m'empêche de dormir toute la nuit.","Les bouton sur mon visage commence à suinter un liquide clair. De plus, chaque nuit, j'ai beaucoup de fièvre et des frisson, sa m'empêche de dormir toute la nuit."
varicelle,"Mes ganglions lymphatiques sont enflés, ce qui cause un inconfort dans mon cou et mes aisselles. Je ne sais pas ce qui cause cela.","Mes ganglions lymphatiques sont enflés, ce qui me fait mal dans le cou et les aisselles. Je ne sais pas ce qui cause cela.","Mes ganglions lymphatiques sont enflés, sa me fait mal dans le cou et les aisselles. Je ne sais pas ce qui cause sa."
varices,Le gonflement de mes jambes a empiré ces derniers jours. Je peux voir les vaisseaux sanguins ressortir de la peau. C'est assez inhabituel.,Le gonflement de mes jambes a empiré ces derniers jours. Je peux voir les veines ressortir de la peau. C'est assez inhabituel.,Le gonflement de mes jambes a empiré ces derniers jours. Je peut voir les veines ressortir de la peau. Sa assez inhabituel.
varices,Le gonflement de mes jambes me cause des difficultés à enfiler mes chaussures. Je ne peux pas courir vite ou rester debout pendant de longues périodes. Je vois des vaisseaux sanguins enflés.,Mes jambes gonflent et je n'arrive plus à mettre mes chaussures. Je ne peux pas courir vite ou rester debout longtemps. Je vois des veines enflées.,Mes jambe gonfle et je n'arrive plu a metre mes chosure. Je ne peu pa courir vite ou resté debou lon tan. Je voi des vène enflé.
varicelle,"J'ai une forte fièvre et des taches rouges et des éruptions cutanées partout sur mon corps. Je me sens épuisé et j'ai complètement perdu l'appétit, ce qui m'a rendu faible et léthargique. Je suis vraiment inquiet.","J'ai une grosse fièvre et des taches rouges et des éruptions cutanées partout sur mon corps. Je suis très fatigué et je n'ai plus envie de manger, ce qui me rend faible et léthargique. Je suis vraiment inquiet.","J'ai une grose fièvre et des taches rouges et des éruptions cutané par tou sur mon corps. Je suis tré fatigué et je n'ai plus envie de manger, sa me rend faible et léthargique. Je suis vraimen inquiet."
typhoïde,J'ai une douleur distincte dans la région abdominale. Je ne sais pas ce que c'est. Je vomis constamment et je me sens nauséeux.,J'ai une douleur dans le ventre. Je ne sais pas ce que c'est. Je vomis tout le temps et je me sens malade.,J'ai une douleur dans le ventre. Je sai pa ce que c'est. Je vomi tout le temp et je me sen malade.
varices,"Mes mollets se contractent quand je marche ou que je reste debout pendant de longues périodes. Il y a des marques de bleus sur mes mollets, ce qui m'inquiète. Je me sens fatigué très rapidement.","Mes mollets se contractent quand je marche ou que je reste debout longtemps. Il y a des bleus sur mes mollets, ça m'inquiète. Je me sens fatigué très vite.","Mes mollets se contractent quand je marche ou que je reste debou longtemps. Il y a des bleus sur mes mollets, sa m'inquiète. Je me sens fatigué très vite."
arthrite,"J'ai une faiblesse musculaire sévère, et mon cou est vraiment raide. C'est difficile de bouger car mes articulations sont enflées. Marcher est vraiment inconfortable.",Je suis très faible dans mes muscles et mon cou est très raide. Mes articulations sont gonflées et j'ai du mal à bouger. Marcher me fait mal.,Je sui tré faible dans mes muscl et mon cou é tré raide. Mes articulation son gonflé et j'ai du mal a bougé. Marché me fais mal.
varicelle,"Je souffre de démangeaisons sévères partout sur mon corps, et cela me rend fou. J'ai aussi une éruption cutanée rouge et irritante.","J'ai des démangeaisons très fortes partout sur mon corps, et ça me rend fou. J'ai aussi des boutons rouges et irritants.","J'ai des démangeaison trè forte par tou mon corps, et sa me rend fou. J'ai aussi des bouton rouge et irritant."
psoriasis,"La peau de mes parties génitales est rouge et enflammée. Elle est souvent démangeante, brûlante et inconfortable. Il y a aussi des éruptions cutanées à différents endroits du corps.","La peau de mes parties intimes est rouge et enflée. Ça me démange, ça me brûle et c'est inconfortable. J'ai aussi des boutons à différents endroits du corps.","La peau de mes partie intime est rouge et enflé. Sa me demange, sa me brule et c'est inconfortable. J'ai aussi des bouton a diférent endroit du corps."
diabète,"J'ai du mal à respirer, surtout quand je fais de l'exercice. Je suis rouge et je transpire de manière inattendue. J'ai souvent des infections à levures.","J'ai du mal à respirer, surtout quand je fais du sport. Je suis rouge et je transpire beaucoup. J'ai souvent des infections à levures.","J'ai du mal a respiré, surtou quand je fai du sport. Je sui rouge et je transpir beaucoup. J'ai souvent des infection a levure."
typhoïde,"J'ai de la diarrhée et de la constipation, ce qui est très préoccupant. J'ai une douleur sévère et douloureuse dans l'estomac. Je suis constamment épuisé et je n'ai pas envie de manger quoi que ce soit.","J'ai de la diarrhée et de la constipation, ce qui m'inquiète beaucoup. J'ai une douleur très forte dans le ventre. Je suis toujours fatigué et je n'ai pas envie de manger.","J'ai de la diarhée et de la constipation, sa m'inquiete beaucoup. J'ai une douleur tré forte dans le ventre. Je suis toujour fatigué et je n'ai pas envie de manger."
typhoïde,"J'ai beaucoup de ballonnements et de constipation, ce qui est vraiment douloureux. Il y a beaucoup de pression et de douleur dans la région de l'estomac. J'ai une forte fièvre et des frissons chaque nuit.","J'ai beaucoup de ballonnements et de constipation, ce qui est vraiment douloureux. J'ai beaucoup de pression et de douleur dans le ventre. J'ai une forte fièvre et des frissons chaque nuit.","J'ai beaucou de baloneman et de constipasion, ce qui est vréman douloureu. J'ai beaucou de presion et de douleur dans le ventre. J'ai une forte fiévre et des frison chaqu nuit."
réaction médicamenteuse,"Tout mon corps me démange, et j'ai des éruptions cutanées sur le dos et la poitrine. Parfois, ma peau peut être sèche et squameuse, ce qui laisse souvent des marques sur le corps.","Tout mon corps me démange, et j'ai des boutons sur le dos et la poitrine. Parfois, ma peau est sèche et squameuse, ce qui laisse des marques.","Tou mon cor me démange, et j'ai des bouton sur le dos et la poitrine. Parfoi, ma peau est séche et squameuse, sa laisse des marque."
dengue,"Je ressens des frissons et des douleurs articulaires. Je vomis fréquemment et je me sens extrêmement fatigué. J’ai une fièvre très élevée, des maux de tête intenses, des nausées, et j’ai perdu l’appétit. J’ai également des douleurs derrière les yeux, dans le dos, un malaise général et des douleurs musculaires avec des taches rouges sur le corps.","J’ai des frissons et mes articulations me font mal. Je vomis souvent et je suis très fatigué. J’ai beaucoup de fièvre, mal à la tête, et je n’ai plus faim. J’ai mal derrière les yeux et dans le dos, et je ne me sens pas bien du tout, avec des taches rouges partout et des douleurs dans les muscles.","J’ai des frison et mes articulation me font mal. Je vomi souvan et je sui tré fatigué. J’ai bocou de fièvre, mal à la tête, et je n’ai plu faim. J’ai mal derrière les yeux et dans le dos, et je me sen pa bien du tou, avec des tache rouge par tou et des douleur dans les muscle."
rhume,"Je n'arrête pas d'éternuer, et le froid fait trembler mon corps. Je suis tellement épuisé que je peux à peine bouger, et ma tête me fait mal. Ma fièvre est assez élevée.","Je n'arrête pas d'éternuer, et le froid fait trembler mon corps. Je suis tellement épuisé que je peux à peine bouger, et ma tête me fait mal. Ma fièvre est assez élevée.","Je n'arrête pas d'éternué, et le froid fais tremblé mon corps. Je suis tellement épuisé que je peu à peine bougé, et ma tête me fais mal. Ma fièvre est assez élevé."
diabète,J'ai une cicatrisation lente des plaies et des coupures. J'ai une sensation de picotement dans ma main et un engourdissement dans mes mains et mes pieds.,Mes plaies et coupures guérissent lentement. J'ai des picotements dans ma main et mes mains et mes pieds sont engourdis.,Mes plai et coupure guérison lentement. J'ai des picotement dans ma main et mes main et mes pied son engourdi.
jaunisse,"J'ai eu des démangeaisons et j'ai vomi. En plus, j'ai perdu du poids et je me sens vraiment épuisé. Ma peau est devenue jaune et j'ai une forte fièvre. J'ai des douleurs abdominales et mon urine est noire.","J'ai des démangeaisons et j'ai vomi. En plus, j'ai perdu du poids et je suis très fatigué. Ma peau est devenue jaune et j'ai une forte fièvre. J'ai mal au ventre et mon pipi est noir.","J'ai des démangeaison et j'ai vomi. En plus, j'ai perdu du pois et je suis trè fatigué. Ma po est devenue jaune et j'ai une forte fièvre. J'ai mal au ventre et mon pipi est noir."
pneumonie,"Je me sens vraiment froid et fatigué ces derniers temps, et je tousse beaucoup avec des douleurs à la poitrine. Mon cœur bat aussi très vite, et quand je tousse, les expectorations sont d'une couleur rouille.","Je me sens vraiment froid et fatigué, et je tousse beaucoup avec des douleurs à la poitrine. Mon cœur bat très vite, et quand je tousse, les crachats sont d'une couleur rouille.","Je me sens vraimen froid et fatigué, et je tousse beaucou avec des douleur a la poitrine. Mon cœur bat tré vite, et quand je tousse, les cracha son d'une couleur rouille."
